0, 0.51577286, 0.64141939, 1.125082209262683, [0.00641419 0.00330827], [-0.64141939 -0.33082671]
1, 0.7906449, -0.27065086, 1.1289893456701685, [0.00361739 0.00109699], [0.27968072 0.22112813]
2, 0.68528857, -0.097189407, 1.1303941838297218, [0.0026018  0.00040102], [0.10155855 0.06959691]
3, 0.94600895, 0.12309503, 1.1286710902003452, [0.00380294 0.0015373 ], [-0.12011386 -0.11362879]
4, 0.53168959, -0.14155254, 1.1306478189858473, [0.00234121 0.00076012], [0.14617285 0.07771858]
5, 0.11885328, 1.5484609, 1.1112455886396146, [0.0178015  0.00259763], [-1.54602935 -0.18375066]
6, 0.60034479, -0.20741433, 1.1142620718872143, [0.01553375 0.00123619], [0.22677531 0.13614337]
7, 0.090961688, 1.2979415, 1.098557497458569, [0.0283567  0.00240259], [-1.2822953  -0.11663975]
8, 0.35503332, 1.4646439, 1.080798420520342, [0.04271105 0.00749886], [-1.4354342  -0.50962697]
9, 0.20449258, 1.8482207, 1.0596547370672367, [0.06075081 0.01118786], [-1.80397619 -0.36889975]
10, 0.81283253, -0.43623502, 1.0659545099333785, [0.05569001 0.00707428], [0.50607968 0.41135803]
11, 0.25285375, 2.1620529, 1.0418269447999122, [0.07673575 0.01239577], [-2.10457413 -0.53214946]
12, 0.52702495, -0.018812545, 1.0430064676995827, [0.07571494 0.01185778], [0.10208118 0.05379933]
13, 0.2602056, 1.1189221, 1.0314540769264782, [0.08611616 0.01456423], [-1.0401217  -0.27064549]
14, 0.24409592, 1.5961357, 1.0152300889850567, [0.1011808  0.01824145], [-1.50646447 -0.36772183]
15, 0.38391351, 1.2558797, 1.0031137078873957, [0.11265776 0.02264761], [-1.14769576 -0.44061591]
16, 0.76724359, -0.52438752, 1.0102087296715392, [0.10611355 0.0176266 ], [0.65442151 0.50210071]
17, 0.46112108, 0.53492122, 1.0057420787018394, [0.11032034 0.01956645], [-0.42067968 -0.19398427]
18, 0.74668463, -0.52943408, 1.0128927070162976, [0.1037767  0.01468041], [0.65436439 0.48860383]
19, 0.052485543, 1.1727594, 1.001927829063979, [0.11445882 0.01524106], [-1.06821219 -0.0560657 ]
20, 0.51577286, 0.64141939, 0.9964915112028235, [0.11964982 0.01791844], [-0.51909964 -0.26773751]
21, 0.7906449, -0.27065086, 1.000815110115712, [0.11560514 0.01472053], [0.4044678 0.3197904]
22, 0.68528857, -0.097189407, 1.0032036028520184, [0.11337632 0.01319315], [0.22288236 0.15273873]
23, 0.94600895, 0.12309503, 1.003233952650802, [0.11334869 0.01316702], [0.00276212 0.00261299]
24, 0.53168959, -0.14155254, 1.0060263535049963, [0.11072967 0.01177451], [0.261902   0.13925057]
25, 0.11885328, 1.5484609, 0.9914284734742186, [0.12509299 0.01348164], [-1.43633179 -0.17071274]
26, 0.60034479, -0.20741433, 0.9949821322108715, [0.12168698 0.01143686], [0.34060095 0.20447801]
27, 0.090961688, 1.2979415, 0.9832947542970427, [0.13343912 0.01250585], [-1.1752142  -0.10689947]
28, 0.35503332, 1.4646439, 0.9702640469828074, [0.14670677 0.01721631], [-1.32676478 -0.4710457 ]
29, 0.20449258, 1.8482207, 0.9543836798062986, [0.16368671 0.02068858], [-1.69799332 -0.34722703]
30, 0.81283253, -0.43623502, 0.9602401543386888, [0.15751932 0.01567553], [0.61673808 0.50130477]
31, 0.25285375, 2.1620529, 0.9420204223005104, [0.17752502 0.02073405], [-2.00056996 -0.50585162]
32, 0.52702495, -0.018812545, 0.9438766590241942, [0.17545237 0.01964171], [0.20726493 0.10923379]
33, 0.2602056, 1.1189221, 0.9356210560273898, [0.18483596 0.02208337], [-0.93835884 -0.24416623]
34, 0.24409592, 1.5961357, 0.9236684973765389, [0.19889506 0.02551514], [-1.40590928 -0.34317672]
35, 0.38391351, 1.2558797, 0.9151000978070426, [0.20936695 0.02953544], [-1.04718904 -0.40203002]
36, 0.76724359, -0.52438752, 0.9212561708294421, [0.20180279 0.02373189], [0.75641534 0.58035482]
